"Date Inserted","Reporting Date","Sale Month","Store","Artist","Title","ISRC","UPC","Quantity","Team Percentage","Source Type","Country of Sale","Songwriter Royalties Withheld (USD)","Earnings (USD)","Recoup (USD)"
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","1","100","Song","PT","0.00000","0.000074130323",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","4","100","Song","IN","0.00000","0.000084701302",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","21","100","Song","BD","0.00000","0.000452176287",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","7","100","Song","US","0.00000","0.004532921064",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","1","100","Song","PT","0.00000","0.000074130323",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","4","100","Song","IN","0.00000","0.000084701302",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","21","100","Song","BD","0.00000","0.000452176287",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","7","100","Song","US","0.00000","0.004532921064",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","1","100","Song","PT","0.00000","0.000074130323",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","4","100","Song","IN","0.00000","0.000084701302",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","21","100","Song","BD","0.00000","0.000452176287",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","3","100","Song","US","0.00000","0.008232790275",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","1","100","Song","PT","0.00000","0.000576278501",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","2","100","Song","BD","0.00000","0.000086489825",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","3","100","Song","US","0.00000","0.008232790275",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","1","100","Song","PT","0.00000","0.000576278501",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","2","100","Song","BD","0.00000","0.000086489825",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","3","100","Song","US","0.00000","0.008232790275",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","1","100","Song","PT","0.00000","0.000576278501",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","2","100","Song","BD","0.00000","0.000086489825",
"2026-05-22","2026-05-22","2026-04","YouTube (Ads) - Composition","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","3","100","Song","US","0.00000","0.004116395137",
"2026-05-22","2026-05-22","2026-04","YouTube (Ads) - Composition","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","3","100","Song","US","0.00000","0.004116395137",
"2026-05-22","2026-05-22","2026-04","YouTube (Ads) - Composition","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","3","100","Song","US","0.00000","0.004116395137",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-22","2026-05-22","2026-04","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","1","100","Song","US","0.00000","0.000350439315",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","1","100","Song","US","0.00000","0.000023154606",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","144","100","Song","US","0.00000","0.003334263392",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","10","100","Song","OU","0.00000","0.000231546066",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","Lone Star Rally Instrument v2","QT6G72590250","199939291976","33","100","Song","US","0.00000","0.000764102026",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","Lone Star Rally Instrument v2","QT6G72590250","199939291976","1","100","Song","OU","0.00000","0.000023154606",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","24 Hours In The Zone Anthem Trap v4","QT6FK2548235","199944510901","2","100","Song","US","0.00000","0.000046309213",
"2026-05-20","2026-05-20","2026-03","Facebook (Social Media Pack)","T. Work/The Workman Experience","24 Hours In The Zone Anthem Trap v4","QT6FK2548235","199944510901","3","100","Song","OU","0.00000","0.000069463819",
"2026-05-20","2026-05-20","2026-03","Facebook","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","1","100","Song","OU","0.00000","0.000462957688",
"2026-05-20","2026-05-20","2026-03","TikTok","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","1","100","Song","TH","0.00000","0.000947507267",
"2026-05-15","2026-05-15","2026-03","Amazon Prime (Streaming)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","1","100","Song","CA","0.00000","0.003067587537",
"2026-05-15","2026-05-15","2026-03","Amazon Prime (Streaming)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","2","100","Song","US","0.00000","0.008528138763",
"2026-05-15","2026-05-15","2026-03","Amazon Prime (Streaming)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","1","100","Song","GB","0.00000","0.004238717289",
"2026-05-15","2026-05-15","2026-03","Tidal","T. Work/The Workman Experience","24 Hours In The Zone Anthem Trap v4","QT6FK2548235","199944510901","6","100","Song","US","0.00000","0.072333020728",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","6","100","Song","US","0.00000","0.001897245824",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","1","100","Song","US","0.00000","0.001196174881",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","1","100","Song","JP","0.00000","0.000341272817",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","1","100","Song","US","0.00000","0.001196174881",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","1","100","Song","JP","0.00000","0.000341272817",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","1","100","Song","US","0.00000","0.001196174881",
"2026-04-23","2026-04-23","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","1","100","Song","JP","0.00000","0.000341272817",
"2026-04-23","2026-04-23","2026-03","YouTube (Red)","T. Work/The Workman Experience","Backstage to the Future (Remastered)","QZDA72602966","821530026762","1","100","Song","IN","0.00000","0.001541793468",
"2026-04-23","2026-04-23","2026-03","YouTube (Red) - Composition","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","2","100","Song","US","0.00000","0.001330593591",
"2026-04-23","2026-04-23","2026-03","YouTube (Red) - Composition","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","2","100","Song","US","0.00000","0.001330593591",
"2026-04-23","2026-04-23","2026-03","YouTube (Red) - Composition","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","2","100","Song","US","0.00000","0.001330593591",
"2026-04-23","2026-04-23","2026-03","YouTube (Ads) - Composition","T. Work/The Workman Experience","LONE STAR RALLY DAY 1 Hip Hop Indie","QT6FY2597922","199942850061","14","100","Song","US","0.00000","0.019559873585",
"2026-04-23","2026-04-23","2026-03","YouTube (Ads) - Composition","T. Work/The Workman Experience","Lone Star Rally INTRO HYPE COUNTRY","QT6FY2597921","199942850061","14","100","Song","US","0.00000","0.019559873585",
"2026-04-23","2026-04-23","2026-03","YouTube (Ads) - Composition","T. Work/The Workman Experience","Lone Star Rally Country Anthem (Travel Anthem with Southern Rally Energy)","QT6FY2597920","199942850061","14","100","Song","US","0.00000","0.019559873585",
"2026-04-22","2026-04-22","2026-03","YouTube (Ads)","T. Work/The Workman Experience","Lone Star Rally SATURDAY NIGHT PARTY v1","QZFZ32678229","199934966992","1","100","Song","CA","0.00000","0.002087890692",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy 2","QT6G72590261","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY copy","QT6G72590260","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally HARD RIDERS MC — FRIDAY NIGHT PARTY","QT6G72590259","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally LONE STAR NIGHT RIDING","QT6G72590258","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE STRAND (NIGHT) + FRIDAY RIDE","QT6G72590257","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","1","100","Song","US","0.00000","0.009767207399",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","1","100","Song","BD","0.00000","0.000194543557",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET MEET UP (7 DAYS CITGO) v6","QT6G72590256","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally THE SET -MEET UP at 7 DAYS CITGO v3","QT6G72590255","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v1","QT6G72590254","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally PIER 21 v2","QT6G72590253","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally SEAWALL BLVD v2","QT6G72590252","199939291976","8","100","Song","BD","0.00000","0.000574610690",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","12","100","Song","US","0.00000","0.012018868947",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","1","100","Song","PK","0.00000","0.000026526241",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","0","100","Song","NG","0.00000","0.000014090397",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","2","100","Song","IN","0.00000","0.000011688626",
"2026-04-22","2026-04-22","2026-03","YouTube (ContentID)","T. Work/The Workman Experience","Lone Star Rally Day 2 Headley Park Country v1","QT6G72590251","199939291976","8","100","Song","BD","0.00000","0.000574610690",
